name,alt_name,ra,dec,vmag,multiple,class,ads,ads_comp,bii,bv_color,bv_uncert,cdec,cdec_1950,cra,cra_1950,dec_1900,dec_1950,dm_cat,dm_num,fk5,glat,glon,hd,hr,ir_flag,lii,m_cnt,m_id,m_mdiff,m_sep,note,par_code,parallax,pmdec,pmra,ra_1900,ra_1950,radvel,radvel_comm,ri_code,ri_color,rotvel,rotvel_comm,rotvel_uncert,sao,spect_code,spect_type,ub_color,ub_uncert,var_id,vmag_code,vmag_uncert,ra_deg,dec_deg,distance_pc,distance_ly,ra_rad,dec_rad,x,y,z,brightness_class,spectral_main
HR 3251,          ,08 15 52.51,-30 55 32.9,6.21,,                                         STAR G5III,,,2.3278,0.78,,-305533.0,-304617.0,81552.5,81351.9,-30.61667,-30.7713,,,,2.33,249.71,69445.0,3251,,249.713,3.0,AB  ,1.9,2.2,    ,D       ,0.009,-0.005,-0.047,122.96625,123.4664,6.0,V          ,,,,,,199010.0,          ,G5-8III+G:        ,0.35,,         ,         ,,123.96879166666666,-30.925805555555556,111111.11111111112,362395.55555555556,2.163663584302242,-0.5397571307759986,-53256.33094389749,79048.60007279839,-57103.07393889167,Faint,G
HR 6025,          ,16 06 19.70,+67 48 37.1,5.44,,                                           STAR A0V,,,40.0876,-0.02,,674837.0,675634.0,160619.7,160610.3,68.06667,67.9428,,,3276.0,40.09,101.15,145454.0,6025,,101.155,,    ,,,*   ,        ,0.01,0.066,-0.035,241.51167,241.5431,-18.0,V?         ,,,204.0,,,16962.0,          ,A0Vn              ,-0.08,,         ,         ,,241.58208333333337,67.81030555555556,100000.0,326156.0,4.216402767993985,1.183513098727847,-17973.489378301576,-33216.44256962493,92593.85304968624,Moderate,A
HR 2886,68    Gem ,07 33 36.50,+15 49 36.1,5.25,,                                           STAR A1V,,,16.3214,0.05,,154936.0,155608.0,73336.5,73045.3,16.03333,15.9356,,,,16.32,203.19,60107.0,2886,,203.186,,    ,1.6,0.2,*   ,        ,0.011,-0.012,-0.019,111.975,112.6886,12.0,V?         ,,,163.0,,,97016.0,          ,A1Vn              ,0.06,,3642     ,         ,,113.40208333333334,15.826694444444444,90909.09090909091,296505.45454545453,1.979239732787653,0.2762279277626503,-34738.593564430215,80268.14556320637,24793.501868969564,Moderate,A
HR 362 ,86Zet Psc ,01 13 45.29,+07 34 41.9,6.3,,                                           STAR F7V,996.0,,-54.875,0.49,,73442.0,71850.0,11345.3,11108.8,7.03333,7.3138,,,,-54.87,132.57,7345.0,362,,132.574,5.0,O   ,0.1,0.1,*   ,        ,0.026,-0.052,0.147,17.13208,17.7868,11.0,SBO        ,,,25.0,,,109740.0,          ,F7V               ,0.01,,442      ,         ,,18.438708333333334,7.578305555555556,38461.53846153846,125444.61538461538,0.32181617023158277,0.1322663836666225,36168.32683608146,12058.745908555065,5072.348747838495,Faint,F
HR 1506,55    Eri ,04 43 35.09,-08 47 46.0,6.7,,                                         STAR G8III,3409.0,,-32.3659,0.92,,-84746.0,-85319.0,44335.1,44111.1,-8.96667,-8.8886,,,,-32.37,205.96,30021.0,1506,,205.965,,    ,0.1,9.3,*   ,D       ,0.008,-0.024,0.032,69.69667,70.2964,48.0,SB         ,,,25.0,,,131443.0,          ,G8III             ,0.59,,         ,         ,,70.89620833333333,-8.796111111111111,125000.0,407695.0,1.2373722625965082,-0.15352110026014568,40428.90118186441,116726.71778587744,-19114.84512527284,Faint,G
HR 1142,17    Tau ,03 44 52.51,+24 06 47.9,3.7,,                                         STAR B6III,,,-23.8487,-0.11,,240648.0,235726.0,34452.5,34154.1,23.78333,23.9571,,,136.0,-23.85,166.18,23302.0,1142,,166.18,,    ,2.0,0.0,*   ,        ,0.02,-0.046,0.019,54.73375,55.4754,12.0,SB1O       ,,-0.1,215.0,,,76131.0,e         ,B6III             ,-0.4,,         ,         ,,56.21879166666667,24.113305555555556,50000.0,163078.0,0.9812030160760838,0.4208565754838849,25375.204890180506,37931.934803429176,20427.121648674765,Bright,B
HR 6146,30    Her ,16 28 38.50,+41 52 54.1,5.04,,                                         STAR M6III,,,43.7148,1.52,,415254.0,415926.0,162838.5,162659.9,42.1,41.9906,,,3303.0,43.72,66.16,148783.0,6146,,66.158,,    ,,,*   ,        ,0.018,-0.009,0.03,246.33917,246.7497,3.0,           ,,2.23,,,,46108.0,          ,M6-III            ,1.17,,g Her    ,         ,,247.1604166666666,41.88169444444444,55555.55555555556,181197.77777777778,4.3137630514344005,0.7309734643697728,-16054.94979623541,-38119.47561686648,37088.59553585041,Moderate,M
HR 4418,84Tau Leo ,11 27 56.21,+02 51 22.0,4.95,,                                         STAR G7III,,,58.5675,1.0,,25122.0,30753.0,112756.2,112521.9,3.4,3.1315,,,1297.0,58.57,259.9,99648.0,4418,,259.897,4.0,AB  ,2.6,91.1,*   ,        ,0.034,-0.012,0.018,170.69833,171.3414,-9.0,           ,,0.5,19.0,,,118875.0,          ,G7.5IIIa          ,0.79,,         ,         ,,171.98420833333333,2.8561111111111113,29411.76470588235,95928.23529411764,3.001690696852536,0.04984854269168249,-29088.224349530883,4096.259197319942,1465.5264903497598,Moderate,G
HR 2020,Bet Pic   ,05 47 17.11,-51 03 59.0,3.85,,                                           STAR A5V,,,-30.6116,0.17,,-510359.0,-510457.0,54717.1,54605.9,-51.1,-51.0826,,,,-30.61,258.37,39060.0,2020,,258.364,,    ,,,*   ,        ,0.061,0.085,0.011,86.22875,86.5248,20.0,V?         ,,0.16,139.0,,,234134.0,          ,A5V               ,0.1,,         ,         ,,86.82129166666667,-51.06638888888889,16393.44262295082,53468.19672131148,1.5153174004176486,-0.8912766232149598,571.2484659041262,10286.108597284396,-12752.043214601139,Bright,A
HR 2967,          ,07 42 03.19,+14 12 29.9,5.56,,                                          STAR M3II,,,17.5128,1.64,,141230.0,141936.0,74203.2,73914.1,14.43333,14.3266,,,2597.0,17.51,205.61,61913.0,2967,,205.605,,    ,,,*   ,        ,0.006,-0.012,-0.004,114.10375,114.8087,-16.0,V?         ,,1.42,,,,97157.0,          ,M3II-III          ,1.91,,NZ Gem   ,         ,,115.51329166666666,14.208305555555555,166666.66666666666,543593.3333333333,2.0160872693998613,0.24798171307384653,-69590.77268260221,145813.0270309916,40907.98556853512,Moderate,M
HR 3347,Bet Vol   ,08 25 44.21,-66 08 12.8,3.77,,                                         STAR K1III,,,-15.8431,1.13,,-660813.0,-655819.0,82544.2,82511.7,-65.8,-65.9719,,,319.0,-15.84,280.26,71878.0,3347,,280.262,,    ,,,    ,        ,0.042,-0.155,-0.036,126.1625,126.2987,27.0,           ,,0.56,,,,250228.0,          ,K1III             ,1.14,,4088     ,         ,,126.43420833333333,-66.13688888888889,23809.52380952381,77656.19047619047,2.2066932225691187,-1.1543064681367654,-5720.563969353086,7749.493094142415,-21774.157358957877,Bright,K
HR 7673,Xi  Tel   ,20 07 23.21,-52 52 50.9,4.94,,                                          STAR M1II,,,-32.5705,1.62,,-525251.0,-530133.0,200723.2,200333.8,-53.16667,-53.0257,,,755.0,-32.57,345.55,190421.0,7673,,345.552,,    ,,,*   ,        ,0.014,0.008,-0.014,299.93125,300.891,36.0,SB         ,,0.8,,,,246443.0,          ,M1IIab            ,1.84,,12783    ,         ,,301.8467083333333,-52.880805555555554,71428.57142857142,232968.5714285714,5.268218896723672,-0.9229441680513536,22744.481160411375,-36616.4076847592,-56955.843258911795,Moderate,M
HR 6936,          ,18 31 04.80,-32 59 21.1,5.34,,                                            STAR A3,,,-10.4892,0.16,,-325921.0,-330129.0,183104.8,182748.0,-33.05,-33.0248,,-3313281.0,,-10.49,1.11,170479.0,6936,,1.1072,3.0,AB  ,4.5,3.4,*   ,        ,0.023,-0.045,-0.001,276.13,276.9499,9.0,           ,,,120.0,,,210257.0,          ,A3m               ,0.07,,         ,         ,,277.77,-32.98919444444444,43478.260869565216,141806.9565217391,4.848001063264649,-0.5757700606361771,4930.411361824141,-36133.57797976942,-23673.08079708013,Moderate,A
HR 1637,9    Aur  ,05 06 40.61,+51 35 52.1,5.0,,                                           STAR F0V,3675.0,,6.5081,0.33,,513552.0,513153.0,50640.6,50245.1,51.45,51.5313,,,,6.51,157.06,32537.0,1637,,157.058,5.0,AC  ,4.4,90.1,*   ,        ,0.052,-0.173,-0.03,74.71083,75.688,-5.0,SBO        ,,0.2,14.0,,,25019.0,          ,F0V               ,-0.01,,         ,         ,,76.66920833333333,51.59780555555556,19230.76923076923,62722.30769230769,1.3381301203141407,0.9005515937482664,2754.358559523144,11623.850419709821,15070.570511858334,Moderate,F
HR 5886,          ,15 46 40.01,+62 35 57.8,5.19,,                                          STAR A2IV,,,44.46,0.04,,623558.0,624510.0,154640.0,154554.1,62.9,62.7527,,,587.0,44.46,96.42,141653.0,5886,,96.4227,,    ,,,*   ,        ,0.018,-0.055,0.039,236.285,236.4753,-6.0,V          ,,,,,,16848.0,          ,A2IV              ,0.1,,         ,         ,,236.66670833333336,62.59938888888889,55555.55555555556,181197.77777777778,4.130613290273769,1.0925654458474658,-14049.37985045491,-21361.078134071264,49322.804257809126,Moderate,A
HR 8087,25Chi Cap ,21 08 33.60,-21 11 37.0,5.3,,                                           STAR A0V,,,-39.2144,0.01,,-211137.0,-212347.0,210833.6,210542.0,-21.58333,-21.3965,,,3690.0,-39.21,26.84,201184.0,8087,,26.835,4.0,AB  ,5.7,67.0,    ,        ,0.046,-0.06,0.022,315.70833,316.4249,-7.0,V?         ,,,199.0,,,190050.0,          ,A0V               ,-0.03,,         ,         ,,317.14,-21.19361111111111,21739.130434782608,70903.47826086955,5.535137189774816,-0.3698982942761427,14857.383437220082,-13787.016023531534,-7859.143631897473,Moderate,A
HR 4432,87    Leo ,11 30 18.91,-03 00 13.0,4.77,,                                         STAR K3III,,,54.0739,1.54,,-30013.0,-24340.0,113018.9,112745.6,-2.45,-2.7278,,,2917.0,54.07,266.78,99998.0,4432,,266.779,,    ,,,*   ,        ,0.015,-0.014,0.022,171.30125,171.9399,19.0,V?         ,,0.84,19.0,,,138238.0,          ,K3.5IIIFe-1       ,1.83,,         ,         ,,172.5787916666667,-3.0036111111111112,66666.66666666667,217437.33333333334,3.012068133696686,-0.05242290333837413,-66017.41078646423,8599.014719377785,-3493.259702857442,Moderate,K
HR 8576,17Bet PsA ,22 31 30.31,-32 20 46.0,4.29,,                                           STAR A0V,,,-59.317,0.01,,-322046.0,-323612.0,223130.3,222840.3,-32.85,-32.6034,,-3217126.0,1592.0,-59.32,14.59,213398.0,8576,,14.5939,4.0,AD  ,3.5,30.3,*   ,        ,0.021,-0.018,0.065,336.45542,337.1678,6.0,           ,,0.02,36.0,,,213883.0,          ,A0V               ,0.02,,         ,         ,,337.87629166666665,-32.346111111111114,47619.04761904762,155312.38095238095,5.8970537540120125,-0.5645461391048103,37268.0476842639,-15150.951682193687,-25477.73500671497,Moderate,A
HR 215 ,34Zet And ,00 47 20.30,+24 16 01.9,4.06,,                                          STAR K1II,,,-38.595,1.12,,241602.0,235940.0,4720.3,4440.6,23.71667,23.9945,,,27.0,-38.59,121.74,4502.0,215,,121.737,4.0,AD  ,5.6,162.7,*   ,        ,0.037,-0.083,-0.1,10.50875,11.1691,-24.0,SB1O       ,,0.59,40.0,,,74267.0,          ,K1IIe             ,0.9,,Zet And  ,         ,,11.834583333333333,24.267194444444442,27027.027027027027,88150.27027027027,0.20655244476831225,0.4235424432772317,24115.155416814643,5053.11136882973,11107.904151401755,Moderate,K
HR 7040,4    Aql  ,18 44 49.90,+02 03 36.0,5.02,,                                           STAR B9V,,,2.4086,-0.06,,20336.0,20027.0,184449.9,184218.4,1.95,2.0074,,,,2.41,34.01,173370.0,7040,,34.0134,,    ,,,*   ,        ,0.005,-0.018,0.009,279.94625,280.5768,-13.0,V          ,,,300.0,,,123879.0,e         ,B9V               ,-0.26,,11290    ,         ,,281.2079166666667,2.0599999999999996,200000.0,652312.0,4.908004028507171,0.03595378259108318,38848.85496726111,-196058.87321079412,7189.207400434987,Moderate,B
HR 8218,          ,21 26 45.00,+52 53 55.0,6.03,,                                           STAR B6V,,,1.5514,-0.12,,525355.0,524051.0,212645.0,212506.0,52.45,52.6809,,,,1.55,94.89,204428.0,8218,,94.8908,,    ,,,    ,        ,0.018,0.008,0.017,320.8625,321.275,-30.0,           ,,,,,,33434.0,          ,B6V               ,-0.46,,         ,         ,,321.6875,52.89861111111111,55555.55555555556,181197.77777777778,5.614506037509259,0.9232549336209448,26295.387304348787,-20776.161996941533,44309.40591203582,Faint,B
HR 2181,Pi 2Col   ,06 07 52.90,-42 09 14.0,5.5,,                                           STAR A0V,,,-25.5094,0.0,,-420914.0,-420843.0,60752.9,60619.6,-42.13333,-42.1453,,,,-25.51,249.16,42303.0,2181,,249.164,,    ,0.1,0.1,*   ,        ,0.016,-0.014,0.001,91.19375,91.5816,31.0,           ,,,248.0,,,217730.0,          ,A0V               ,,,         ,         ,,91.97041666666667,-42.153888888888886,62500.0,203847.5,1.6051865852644016,-0.7357241536309652,-1593.1262072214474,46306.66271463054,-41945.261199822206,Moderate,A
HR 2358,11Bet Mon ,06 28 49.51,-07 02 03.8,5.6,,                                            STAR B3,5107.0,,-8.2129,,,-70204.0,-70004.0,62849.5,62623.9,-6.96667,-7.001,,,,-8.21,216.66,45727.0,2358,,216.663,4.0,AB  ,0.5,7.1,*   ,        ,0.021,0.005,-0.016,95.99375,96.5996,23.0,           ,,,331.0,,,,          ,B3e               ,,,2977     ,H        ,,97.20629166666666,-7.034388888888889,47619.04761904762,155312.38095238095,1.6965698432372596,-0.12277324697681667,-5928.473916521203,46887.29605099145,-5831.66890288999,Moderate,B
HR 7714,          ,20 14 19.01,-52 26 44.2,5.65,,                                         STAR K4III,,,-33.6014,1.5,,-522644.0,-523551.0,201419.0,201032.2,-52.73333,-52.5976,,-5211643.0,,-33.6,346.13,191829.0,7714,,346.125,,    ,,,    ,        ,0.02,-0.045,0.022,301.68417,302.6343,14.0,V          ,,,,,,246495.0,          ,K4III             ,,,         ,         ,,303.5792083333333,-52.445611111111106,50000.0,163078.0,5.298456726014474,-0.9153485921094104,16855.7894717023,-25389.986923775396,-39638.75534494196,Moderate,K
HR 8026,          ,20 56 25.90,+49 11 44.9,5.9,,                                          STAR G8II,,,2.4908,1.04,,491145.0,490010.0,205625.9,205447.7,48.8,49.0029,,,,2.49,88.93,199612.0,8026,,88.9313,,    ,,,    ,        ,0.004,0.007,0.009,313.28958,313.6986,-15.0,V          ,,,,,,50262.0,          ,G8II-III          ,0.92,,         ,         ,,314.10791666666665,49.19580555555555,250000.0,815390.0,5.482217352413305,0.8586287851153626,113706.790238321,-117303.86867223613,189236.80468720992,Moderate,G
HR 7310,57Del Dra ,19 12 33.31,+67 39 42.1,3.07,,                                         STAR G9III,,,22.9945,1.0,,673942.0,673430.0,191233.3,191233.6,67.48333,67.575,,,723.0,23.0,98.65,180711.0,7310,,98.6561,,    ,9.2,88.1,*   ,        ,0.032,0.093,0.094,288.13292,288.1401,25.0,V          ,,0.51,17.0,,,18222.0,          ,G9III             ,0.78,,         ,         ,,288.13879166666663,67.66169444444445,31250.0,101923.75,5.028970617301332,1.180919345533911,3697.649852732164,-11287.09024840634,28904.86947368765,Bright,G
HR 5589,          ,14 57 34.99,+65 55 57.0,4.6,,                                         STAR M4III,,,46.5261,1.59,,655557.0,660754.0,145735.0,145646.1,66.31667,66.1317,,,554.0,46.53,104.87,132813.0,5589,,104.871,,    ,,,*   ,        ,0.01,0.032,-0.079,223.9975,224.1921,7.0,SBO        ,,1.71,,,,16558.0,          ,M4.5III           ,1.59,,RR UMi   ,         ,,224.39579166666667,65.9325,100000.0,326156.0,3.9164453922025873,1.1507392090711615,-29139.19219729923,-28531.01284316777,91306.56484739666,Moderate,M
HR 789 ,          ,02 39 48.00,-42 53 30.1,4.75,,                                           STAR A2V,,,-62.9808,0.06,,-425330.0,-430621.0,23948.0,23754.0,-43.31667,-43.1058,,,2185.0,-62.98,255.67,16754.0,789,,255.673,,    ,10.0,23.8,    ,        ,0.028,-0.027,0.106,38.99667,39.4752,18.0,V          ,,0.01,190.0,,,215996.0,          ,A2V               ,0.06,,         ,         ,,39.949999999999996,-42.89169444444445,35714.28571428571,116484.2857142857,0.6972590361717346,-0.7486012898149157,20058.81266567431,16801.534718894483,-24307.66688958032,Moderate,A
HR 7841,          ,20 29 59.90,+45 55 43.0,6.41,,                                         STAR K2III,,,3.9869,1.13,,455543.0,454536.0,202959.9,202820.8,45.58333,45.76,,,,3.99,83.6,195506.0,7841,,83.6043,,    ,,,    ,        ,0.007,0.154,0.071,306.67167,307.0868,-31.0,           ,,,,,,49704.0,          ,K2III             ,1.07,,         ,         ,,307.49958333333336,45.92861111111111,142857.14285714284,465937.1428571428,5.366880177677348,0.80160548475694,60488.92851050692,-78831.8934140375,102639.10255704075,Faint,K
HR 7242,Del CrA   ,19 08 20.90,-40 29 48.1,4.59,,                                         STAR K1III,,,-20.2433,1.09,,-402948.0,-403435.0,190820.9,190452.4,-40.65,-40.5764,,-4013061.0,,-20.24,356.86,177873.0,7242,,356.862,,    ,,,    ,        ,0.016,-0.026,0.037,285.34708,286.2181,20.0,           ,,,,,,229513.0,          ,K1III             ,1.03,,         ,         ,,287.0870833333333,-40.496694444444444,62500.0,203847.5,5.010614844114003,-0.7068006542296514,13964.823378065425,-45429.806939261805,-40587.76107992208,Moderate,K
HR 869 ,46Rho3Ari ,02 56 26.09,+18 01 23.2,5.63,,                                           STAR F6V,,,-35.6231,0.43,,180123.0,174919.0,25626.1,25337.4,17.61667,17.822,,,2204.0,-35.62,160.29,18256.0,869,,160.296,,    ,,,*   ,        ,0.038,-0.213,0.276,42.69708,43.4059,15.0,SB1O       ,,,15.0,,,93195.0,          ,F6V               ,-0.02,,         ,         ,,44.10870833333334,18.02311111111111,26315.78947368421,85830.52631578947,0.7698421892185273,0.31456263034166243,17968.11943123673,17417.615447267784,8142.120845282296,Moderate,F
HR 5739,9Tau1Ser  ,15 25 47.40,+15 25 41.2,5.17,,                                         STAR M1III,,,52.3631,1.66,,152541.0,153609.0,152547.4,152328.1,15.76667,15.6026,,,570.0,52.36,22.86,137471.0,5739,,22.8579,,    ,,,    ,        ,0.013,-0.007,-0.013,230.2875,230.867,-20.0,V?         ,,1.04,,,,101545.0,          ,M1III             ,1.95,,7074     ,         ,,231.4475,15.42811111111111,76923.07692307692,250889.23076923075,4.039520920509576,0.2692713362524096,-46213.33306619413,-57988.97689246934,20463.77700209015,Moderate,M
HR 7047,          ,18 44 40.20,+23 35 22.9,6.31,,                                           STAR F6V,,,11.9209,0.4,,233523.0,233213.0,184440.2,184235.0,23.48333,23.5371,,,,11.92,53.51,173494.0,7047,,53.5048,,    ,,,    ,        ,0.019,-0.087,0.009,280.125,280.6459,-12.0,           ,,,,,,86393.0,          ,F6V               ,0.0,,         ,         ,,281.1675,23.589694444444444,52631.57894736842,171661.05263157893,4.9072986246011565,0.4117178375949701,9341.744442735788,-47320.115334077,21062.326510367748,Faint,F
HR 4458,          ,11 34 29.50,-32 49 53.0,5.98,,                                           STAR K0V,,,27.3133,0.81,,-324953.0,-323318.0,113429.5,113200.7,-32.3,-32.5549,,,,27.31,284.79,100623.0,4458,,284.777,,    ,,,    ,        ,0.106,0.826,-0.674,172.4075,173.0031,-23.0,V          ,,0.46,,,,202583.0,          ,K0V               ,0.39,,         ,         ,,173.62291666666667,-32.831388888888895,9433.962264150943,30769.43396226415,3.0302915527490715,-0.573015834113794,-7878.0233546535865,880.4714189066954,-5114.798344553289,Moderate,K
HR 4369,          ,11 16 58.20,-07 08 04.9,6.14,,                                          STAR A8IV,8115.0,,48.8072,0.2,,-70805.0,-65142.0,111658.2,111426.0,-6.58333,-6.8616,,,2900.0,48.81,265.81,98088.0,4369,,265.805,3.0,AC  ,3.8,57.2,*   ,D       ,0.004,0.009,-0.006,167.975,168.6084,-8.0,SB2O       ,,,25.0,,,138106.0,          ,A8IVpeSrCrSi      ,0.15,,SV Crt   ,         ,,169.2425,-7.1346944444444444,250000.0,815390.0,2.9538388593065035,-0.12452390917930321,-243704.7404732561,46301.84223472472,-31050.585767961707,Faint,A
HR 1163,          ,03 47 52.61,+33 36 00.0,6.57,,                                           STAR B2V,2772.0,,-16.2551,0.08,,333600.0,332648.0,34752.6,34441.9,33.28333,33.4467,,,,-16.25,160.08,23625.0,1163,,160.08,,    ,4.0,3.2,*   ,D       ,0.005,-0.002,-0.006,55.38292,56.1747,20.0,SB2O       ,,,170.0,,,56709.0,          ,B2.5V             ,-0.61,,1305     ,         ,,56.969208333333334,33.6,200000.0,652312.0,0.994300257671258,0.5864306286700948,90803.35306284798,139660.52699881175,110678.30984866882,Faint,B
HR 8178,10Bet Equ ,21 22 53.59,+06 48 40.0,5.16,,                                           STAR A3V,14920.0,,-29.2308,0.05,,64840.0,63548.0,212253.6,212024.8,6.38333,6.5966,,,,-29.23,59.0,203562.0,8178,,58.9978,5.0,AE  ,6.5,89.2,*   ,        ,0.028,0.01,0.056,319.4825,320.1034,-11.0,SB         ,,,78.0,,,126749.0,          ,A3V               ,0.07,,         ,         ,,320.7232916666667,6.811111111111111,35714.28571428571,116484.2857142857,5.597677427417426,0.11887631460805823,27451.230464563876,-22449.942654290084,4235.590263719989,Moderate,A
HR 5897,Bet TrA   ,15 55 08.50,-63 25 50.2,2.85,,                                         STAR F2III,,,-7.5234,0.29,,-632550.0,-631702.0,155508.5,155041.5,-63.11667,-63.284,,,589.0,-7.52,321.85,141891.0,5897,,321.845,,    ,11.0,155.0,    ,        ,0.083,-0.398,-0.191,236.58167,237.6731,0.0,           ,,0.15,92.0,,,253346.0,          ,F2III             ,0.05,,         ,         ,,238.78541666666666,-63.43061111111111,12048.192771084337,39295.90361445783,4.167591726579876,-1.1070730104409876,-2792.785186362682,-4608.788657737174,-10775.823266013378,Bright,F
HR 2427,50Psi2Aur ,06 39 19.90,+42 29 20.0,4.79,,                                         STAR K3III,,,15.8633,1.23,,422920.0,423203.0,63919.9,63545.7,42.56667,42.5343,,,,15.86,172.89,47174.0,2427,,172.886,3.0,AB  ,5.5,52.1,    ,        ,0.004,-0.058,0.006,98.0475,98.9406,17.0,V          ,,0.6,17.0,,,41239.0,          ,K3III             ,1.29,,         ,         ,,99.83291666666668,42.48888888888889,250000.0,815390.0,1.742413097702456,0.7415710066251462,-31482.836334590735,181643.9429006744,168861.80451430072,Moderate,K
HR 5183,          ,13 46 57.10,+06 21 02.2,6.33,,                                          STAR G0IV,,,65.387,0.63,,62102.0,63559.0,134657.1,134426.7,6.85,6.5998,,,,65.38,337.86,120066.0,5183,,337.849,,    ,3.5,486.0,*   ,        ,0.026,-0.108,-0.51,205.49958,206.1113,-31.0,V?         ,,,10.0,,,120108.0,          ,G0-1IV-V          ,0.16,,         ,         ,,206.73791666666668,6.35061111111111,38461.53846153846,125444.61538461538,3.6082573345469937,0.11083907340262432,-34138.21616953042,-17198.049807541636,4254.317854619222,Faint,G
HR 2394,8    Lyn  ,06 37 41.40,+61 28 52.0,5.94,,                                          STAR G8IV,,,22.0355,0.89,,612852.0,613126.0,63741.4,63306.1,61.56667,61.5239,,,247.0,22.04,153.87,46480.0,2394,,153.872,4.0,AB  ,3.0,157.0,    ,        ,0.027,-0.274,-0.209,97.13792,98.2754,-46.0,           ,,,,,,13897.0,          ,G8IV-V            ,0.52,,         ,         ,,99.4225,61.48111111111111,37037.03703703704,120798.51851851851,1.7352499755640622,1.0730478166733581,-2894.988835479901,17444.692491041464,32542.95401493696,Moderate,G
HR 1533,          ,04 49 54.60,+37 29 17.9,4.88,,                                         STAR K3III,,,-4.5684,1.44,,372918.0,372409.0,44954.6,44632.2,37.3,37.4026,,,1133.0,-4.57,166.3,30504.0,1533,,166.301,,    ,,,*   ,        ,0.025,0.04,-0.038,70.79417,71.6341,-23.0,V?         ,,0.58,19.0,,,57447.0,          ,K3.5IIIBa0.2:     ,1.7,,         ,         ,,72.47749999999999,37.488305555555556,40000.0,130462.4,1.26497100861419,0.6542943629381265,9556.018667115291,30266.370263564306,24343.979508341985,Moderate,K
HR 9082,          ,00 01 19.99,-50 20 13.9,5.53,,                                         STAR M2III,,,-64.8977,1.6,,-502014.0,-503656.0,120.0,235846.3,-50.88333,-50.6156,,-5113743.0,,-64.9,321.98,224865.0,9082,,321.977,,    ,,,    ,        ,0.008,0.013,0.002,359.04875,359.6927,2.0,           ,,,,,,248103.0,          ,M2III             ,1.93,,         ,         ,,0.33329166666666665,-50.33719444444445,125000.0,407695.0,0.005817036952792768,-0.8785497792721535,79782.17706151937,464.1011068914629,-96226.75736762077,Moderate,M
HR 6205,14    Oph ,16 41 42.50,+01 10 52.0,5.74,,                                         STAR F2III,,,29.1176,0.32,,11052.0,11633.0,164142.5,163910.1,1.36667,1.2758,,,3324.0,29.12,17.93,150557.0,6205,,17.9293,,    ,,,*   ,        ,0.03,0.051,-0.097,249.16042,249.7919,-45.0,           ,,,67.0,,,121790.0,          ,F2-4III-IV        ,0.07,,         ,         ,,250.42708333333331,1.1811111111111112,33333.333333333336,108718.66666666667,4.370777140332883,0.020614277720777473,-11164.501678000996,-31400.524125103555,687.0939250306037,Moderate,F
HR 8435,          ,22 07 28.61,+19 28 32.2,5.75,,                                               STAR,,,-28.7714,,,192832.0,191351.0,220728.6,220506.0,18.98333,19.2308,,,,-28.77,78.06,210074.0,8435,,78.0621,,    ,,,*   ,        ,0.016,0.037,0.125,330.67792,331.275,-15.0,V?         ,,,49.0,,,107675.0,          ,dF2               ,,,         ,R        ,,331.8692083333333,19.47561111111111,62500.0,203847.5,5.7922103714036695,0.3399135377268801,51963.4927807731,-27781.81927497609,20837.848636438197,Moderate,d
HR 5054,79Zet UMa ,13 23 55.49,+54 55 31.1,2.27,,                                           STAR A1V,8891.0,,61.5793,0.02,,545531.0,551108.0,132355.5,132155.6,55.43333,55.1855,,,497.0,61.58,113.11,116656.0,5054,,113.111,4.0,AP  ,1.7,0.0,*   ,        ,0.047,-0.02,0.122,199.975,200.4815,-6.0,SB2O       ,,-0.02,32.0,,,28737.0,          ,A1VpSrSi          ,0.03,,6224     ,         ,,200.9812083333333,54.92530555555555,21276.59574468085,69394.89361702127,3.5077838200533313,0.9586274246083777,-11415.824702378459,-4377.8292500909765,17412.842499264298,Bright,A
HR 1442,          ,04 33 32.90,+18 01 00.1,6.25,,                                          STAR B9IV,3297.0,,-19.7555,0.07,,180100.0,175445.0,43332.9,43039.1,17.8,17.9125,,,,-19.76,179.34,28867.0,1442,,179.34,,    ,0.1,3.1,*   ,D       ,0.002,-0.024,0.011,66.93958,67.6628,15.0,V          ,,,,,,94002.0,          ,B9IVn             ,-0.1,,         ,         ,,68.38708333333332,18.016694444444443,500000.0,1630780.0,1.1935797700024053,0.31445063838132614,175136.70736489343,442053.6445617022,154647.04673255142,Faint,B
HR 2808,57    Gem ,07 23 28.51,+25 03 02.2,5.03,,                                         STAR G8III,,,17.783,0.9,,250302.0,250853.0,72328.5,72025.5,25.23333,25.148,,,,17.78,193.34,57727.0,2808,,193.341,,    ,,,*   ,        ,0.022,-0.023,-0.069,109.34458,110.106,6.0,           ,,,19.0,,,79352.0,          ,G8III             ,0.57,,         ,         ,,110.86879166666667,25.050611111111113,45454.545454545456,148252.72727272726,1.9350254522909849,0.437215643525564,-14669.09516124202,38477.43715866883,19246.303004225407,Moderate,G
